pitch_m,head_radius_m,gap_m,best_pair_i,best_pair_j
0.45033569335937507,4.909755817099567,0.009762733150003672,0,18
0.45033569335937507,4.907763545048701,0.00943452028389516,0,18
0.45033569335937507,4.9057712729978356,0.009134606376599741,0,18
0.45033569335937507,4.90377900094697,0.008863022609725851,0,18
0.45033569335937507,4.901786728896104,0.008619800052132531,0,18
0.45033569335937507,4.899794456845238,0.008404969659231681,0,18
0.45033569335937507,4.897802184794372,0.008218562272161722,0,18
0.45033569335937507,4.895809912743506,0.008060608617026316,0,18
0.45033569335937507,4.893817640692641,0.00793113930410011,0,18
0.45033569335937507,4.893508522727273,0.00791360566542923,0,18
0.45033569335937507,4.891825368641775,0.00783018482707204,0,18
0.45033569335937507,4.889833096590909,0.007757775562267449,0,18
0.45033569335937507,4.887840824540043,0.0077139417678117606,0,18
0.45033569335937507,4.885848552489177,0.007698713582884931,0,18
0.45033569335937507,4.883856280438311,0.007712121026900165,0,18
0.45033569335937507,4.881864008387446,0.007754193998762787,0,18
0.45033569335937507,4.87987173633658,0.007824962276000047,0,18
0.45033569335937507,4.877879464285714,0.007924455513997009,0,18
0.45033569335937507,4.875887192234848,0.008052703245210513,0,18
0.45033569335937507,4.873894920183982,0.008209734878351332,0,18
0.45033569335937507,4.8719026481331165,0.008395579697528383,0,18
0.45033569335937507,4.869910376082251,0.008610266861530463,0,18
0.45033569335937507,4.867918104031386,0.008853825402934778,0,18
0.45033569335937507,4.86592583198052,0.009126284227334802,0,18
0.45033569335937507,4.863933559929654,0.0094276721124949,0,18
0.45033569335937507,4.861941287878788,0.0095985315930244,0,20
0.45033569335937507,4.859949015827922,0.009247192223322598,0,20
0.45033569335937507,4.8579567437770566,0.008923763616871777,0,20
0.45033569335937507,4.855964471726191,0.008628275901470916,0,20
0.45033569335937507,4.853972199675325,0.008360759093499703,0,20
0.45033569335937507,4.851979927624459,0.008121243097200886,0,20
0.45033569335937507,4.849987655573593,0.007909757703915471,0,20
0.45033569335937507,4.847995383522727,0.007726332591354829,0,20
0.45033569335937507,4.846003111471862,0.0075709973228240135,0,20
0.45033569335937507,4.844319957386364,0.0074616758048617615,0,20
0.45033569335937507,4.844010839420996,0.007443781346491984,0,20
0.45033569335937507,4.84201856737013,0.007344713994644009,0,20
0.45033569335937507,4.840026295319264,0.007273824482893848,0,20
0.45033569335937507,4.838034023268398,0.007231141909446209,0,20
0.45033569335937507,4.836041751217532,0.007216695254366884,0,20
0.45033569335937507,4.834049479166667,0.00723051337875058,0,20
0.45033569335937507,4.832057207115801,0.0072726250240115475,0,20
0.45033569335937507,4.830064935064935,0.007343058811090153,0,20
0.45033569335937507,4.828072663014069,0.007441843239717222,0,20
0.45033569335937507,4.826080390963203,0.00756900668755206,0,20
0.45033569335937507,4.8240881189123375,0.00772457740954427,0,20
0.45033569335937507,4.822095846861472,0.007908583537025532,0,20
0.45033569335937507,4.820103574810606,0.008121053077023543,0,20
0.45033569335937507,4.81811130275974,0.008362013911409838,0,20
0.45033569335937507,4.816119030708874,0.00863149379616382,0,20
0.45033569335937507,4.814126758658008,0.008929520360571513,0,20
0.45033569335937507,4.8121344866071425,0.009256121106440723,0,20
0.45033569335937507,4.810142214556277,0.009611323407280936,0,20
0.45033569335937507,4.808149942505411,0.009995154507526777,0,20
0.45033569335937507,4.806157670454545,0.010407641521781114,0,20
0.45033569335937507,4.804165398403679,0.010848811433953609,0,20
0.45033569335937507,4.802173126352813,0.011318691096480454,0,20
0.45033569335937507,4.8001808543019475,0.011817307229546242,0,20
0.45033569335937507,4.798188582251083,0.01234468642023473,0,20
0.45033569335937507,4.796196310200217,0.012900855121758786,0,20
0.45033569335937507,4.795131392045455,0.013209957191317512,0,20
0.45033569335937507,4.794204038149351,0.013485839652616322,0,20
0.45033569335937507,4.792211766098485,0.014099666195811877,0,20
0.45033569335937507,4.790219494047619,0.01474236079798899,0,20
0.45033569335937507,4.788227221996753,0.015413949368703106,0,20
0.45033569335937507,4.786234949945888,0.016114457679481553,0,20
0.45033569335937507,4.784242677895022,0.01684391136307531,0,20
0.45033569335937507,4.782250405844156,0.017602335912640654,0,20
0.45033569335937507,4.78025813379329,0.01838975668087367,0,20
0.45033569335937507,4.778265861742424,0.01920619887918243,0,20
